Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Source_Playlist,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6
spotify:track:1dFBxMYXqm4PD7ZneNkFoH,Zero Women - Freestyle,GOOD KID TOXIC CITY.,XIIVI,2022-01-09,205972,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T12:34:25Z,arabic hip hop,XIIVI,0.963,0.51,10,-9.464,0,0.311,0.0169,0.0,0.121,0.575,114.031,4,2k23,XIIVI,,,,,
spotify:track:1yI93pwzgmujHlBTX1nRcH,Zugzwang,OYABUN,"Wingz,BAXV,XIIVI",2021-10-27,140666,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T12:35:00Z,arabic hip hop,1906114 Records DK,0.801,0.55,11,-8.978,0,0.418,0.194,2.12e-05,0.344,0.373,140.013,4,2k23,Wingz,BAXV,XIIVI,,,
spotify:track:6QJmiFgUub6tKcTiYsL1Mx,Train,Gen Z,"$MXTI,Dryveins,BAXV",2022-01-07,153399,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T12:35:42Z,arabic hip hop,AUTOBAHN MUSIC,0.734,0.334,10,-12.88,0,0.153,0.339,0.000395,0.126,0.0756,140.037,4,2k23,$MXTI,Dryveins,BAXV,,,
spotify:track:7JmbEUeRJMl4zXUlmlZunX,METROCK,METRO EL RAP,"SAFFWIZZ,Halim yousfi,Kyng Hooper",2022-05-20,150793,7,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:13:51Z,"arabic hip hop,moroccan rap,gnawa",Bloc C Records,0.651,0.657,6,-9.211,1,0.245,0.0166,0.0,0.105,0.403,191.973,4,2k23,SAFFWIZZ,Halim yousfi,Kyng Hooper,,,
spotify:track:6n9m11GRhoQH8yZ77F3jrr,Sekkon Chance,METRO EL RAP,"SAFFWIZZ,Koast,Naqqa,Ratchopper",2022-05-20,224210,21,False,o521z02pw23ivep6jemptk48g,2023-10-01T14:14:08Z,"arabic hip hop,moroccan rap",Bloc C Records,0.787,0.728,8,-6.473,1,0.104,0.055,9.82e-05,0.642,0.652,75.994,4,2k23,SAFFWIZZ,Koast,Naqqa,Ratchopper,,
spotify:track:76EiGc3N5y5ZWgH5zI1my7,Ok Nivam,Ghost,"BAXV,XIIVI",2022-09-16,124760,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:17:01Z,arabic hip hop,Pas Comme Eux Records,0.755,0.59,10,-6.359,1,0.311,0.222,5.37e-05,0.116,0.29,156.028,4,2k23,BAXV,XIIVI,,,,
spotify:track:21WnIiIMJ817J0SGkjvWVq,Rolls Royce Break Lights,Reasonable Drought,"Stove God Cooks,Roc Marciano",2020-03-27,199575,40,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:17:25Z,"boom bap,underground hip hop,east coast hip hop",The Conglomerate Entertainment,0.513,0.738,4,-7.011,0,0.345,0.147,0.0,0.205,0.685,122.57,3,2k23,Stove God Cooks,Roc Marciano,,,,
spotify:track:2Z5wuxOhujr7X27LKWRhT5,Diamond Dallas,Bo Jackson,"Boldy James,The Alchemist,Stove God Cooks",2021-08-13,206880,37,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:18:00Z,"boom bap,alternative hip hop,experimental hip hop,jazz rap",ALC / Boldy James,0.546,0.455,1,-11.912,1,0.055,0.45,1.32e-05,0.0984,0.441,143.202,3,2k23,Boldy James,The Alchemist,Stove God Cooks,,,
spotify:track:0HIc8APGwqv1b0hyH20k6i,All Mah N***,All Mah N***,"Tabac Roule,XIIVI,It's ERROR",2021-09-12,97175,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:18:14Z,arabic hip hop,Pas Comme Eux Records,0.633,0.871,1,-4.28,1,0.31,0.234,2.05e-06,0.0786,0.438,77.456,4,2k23,Tabac Roule,XIIVI,It's ERROR,,,
spotify:track:1yumivnjRud1VxXJRY9068,Black Mask,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,Cheb terro",2022-07-14,127128,17,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:18:25Z,arabic hip hop,Phantom Production,0.92,0.36,8,-14.308,1,0.341,0.0132,0.0125,0.145,0.0744,144.985,4,2k23,DJ Hrizen,Cheb terro,,,,
spotify:track:7ntnD8piDapshKpyrMSkuB,Heart On Froze,KISS THE RING,Rome Streetz,2022-09-30,127622,41,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:19:01Z,"boom bap,underground hip hop,east coast hip hop",Griselda Records / EMPIRE,0.572,0.685,5,-5.899,1,0.287,0.0477,0.0,0.578,0.617,91.37,4,2k23,Rome Streetz,,,,,
spotify:track:3EAQnL6qVJLGp9YdCyBgHs,CERTAINDEATH,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,Cheb terro",2022-07-14,137472,8,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:19:26Z,arabic hip hop,Phantom Production,0.893,0.42,1,-10.096,1,0.268,0.273,0.000132,0.27,0.0756,119.977,4,2k23,DJ Hrizen,Cheb terro,,,,
spotify:track:4RnduNLdyq31Me2Cx2zid5,A.L.a (Asshole),Mixtape: 7 Days,Zomra A.L.a,2015-11-15,192260,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:19:36Z,,Andreo&Flatbush,0.876,0.454,1,-10.549,1,0.414,0.576,0.0,0.116,0.373,120.001,4,2k23,Zomra A.L.a,,,,,
spotify:track:5jIofOwnRwwOnisnPBU5Sr,STEVE AUSTIN'S HEART MEDUSA'S EYES,FUCK THE KID .. AND THE CITY,XIIVI,2023-05-29,146552,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:20:51Z,arabic hip hop,Pas Comme Eux Records,0.702,0.499,11,-11.368,1,0.44,0.131,0.0,0.508,0.552,104.337,4,2k23,XIIVI,,,,,
spotify:track:2B3U7sWvdveMxuZnOBQ1Ul,AL TASMIYAH,FUCK THE KID .. AND THE CITY,XIIVI,2023-05-29,138139,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:20:59Z,arabic hip hop,Pas Comme Eux Records,0.794,0.331,2,-12.805,1,0.284,0.133,0.0,0.109,0.3,129.915,4,2k23,XIIVI,,,,,
spotify:track:1BR0GEMQ5CQTLTXdPzuLYx,Nigga Who Cares ?,INFAMOUS,"Wingz,XIIVI",2020-10-27,162818,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:22:11Z,arabic hip hop,1906114 Records DK,0.921,0.567,1,-7.773,1,0.33,0.138,0.0,0.105,0.18,129.927,4,2k23,Wingz,XIIVI,,,,
spotify:track:6AwXhbNQHGW5Tn2dixtkmp,Babylon By Bus,Maps,"billy woods,Kenny Segal,ShrapKnel",2023-05-05,128715,36,False,o521z02pw23ivep6jemptk48g,2023-10-01T14:22:19Z,"experimental hip hop,alternative hip hop,east coast hip hop,underground hip hop,experimental,jazz rap",Backwoodz Studioz,0.769,0.61,9,-7.703,1,0.413,0.137,0.0,0.212,0.42,89.539,4,2k23,billy woods,Kenny Segal,ShrapKnel,,,
spotify:track:2mZAAF5jXIPDTKu43M9Cno,Pink Magic - Hamdi Ryder Tribute Remix,Tribute To Cheb Terro / Pink Magic,"Cheb terro,Ratchopper,Hamdi Ryder",2021-07-19,271642,0,False,o521z02pw23ivep6jemptk48g,2023-10-01T14:23:16Z,arabic hip hop,Eddisco,0.651,0.888,11,-5.457,1,0.0578,0.00758,0.3,0.137,0.892,139.996,4,2k23,Cheb terro,Ratchopper,Hamdi Ryder,,,
spotify:track:0raUrGFpCgIIc7Z0yzjlxm,JIMMY,No Doubt II,"Ktyb,Feddini",2019-12-20,168000,8,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:23:26Z,arabic hip hop,3539724 Records DK2,0.781,0.485,1,-9.724,1,0.356,0.0436,1.8e-06,0.147,0.292,80.058,4,2k23,Ktyb,Feddini,,,,
spotify:track:5sRqVfxc3QtK8fmmPAMKFh,FOREVER,No Doubt II,"Ktyb,Feddini",2019-12-20,237111,9,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:23:48Z,arabic hip hop,3539724 Records DK2,0.469,0.665,10,-8.573,0,0.086,0.0463,0.00114,0.0998,0.147,177.908,4,2k23,Ktyb,Feddini,,,,
spotify:track:2TqUQbVg1bgahl09szanuE,SHADOW BOXING,1.6,TIF,2023-03-10,167747,56,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:23:58Z,"french rap,moroccan rap,moroccan pop",HOUMA SWEET HOUMA,0.547,0.672,8,-7.73,0,0.174,0.598,0.0,0.0964,0.0862,100.791,3,2k23,TIF,,,,,
spotify:track:0S6MzfoKzFXgWI6pEm8sGJ,S12,1.6,"TIF,Flenn",2023-03-10,173404,47,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:24:06Z,"french rap,moroccan rap,moroccan pop,arabic hip hop,raï",HOUMA SWEET HOUMA,0.627,0.469,7,-10.139,0,0.17,0.37,2.37e-06,0.0825,0.298,126.955,4,2k23,TIF,Flenn,,,,
spotify:track:1vwIAeJ9fJstyvPIeYi5Yr,AMNESIA,1.6,TIF,2023-03-10,156606,60,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:24:12Z,"french rap,moroccan rap,moroccan pop",HOUMA SWEET HOUMA,0.792,0.392,1,-8.039,0,0.0711,0.864,0.0,0.0775,0.697,119.983,4,2k23,TIF,,,,,
spotify:track:1TJyY6XPwaprBSFT2owEG6,HINATA,1.6,TIF,2023-03-10,175304,60,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:25:47Z,"french rap,moroccan rap,moroccan pop",HOUMA SWEET HOUMA,0.836,0.519,9,-9.622,0,0.0788,0.568,6.78e-06,0.0714,0.596,114.974,4,2k23,TIF,,,,,
spotify:track:7nOK2ehNHPmalfltrhWYwh,SOUFFLÉ,No Doubt II,"Ktyb,Feddini",2019-12-20,218863,21,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:25:54Z,arabic hip hop,3539724 Records DK2,0.526,0.48,11,-10.755,0,0.175,0.456,0.0375,0.112,0.154,86.555,4,2k23,Ktyb,Feddini,,,,
spotify:track:5wQsHNpF6ivosuimPeo7Lo,Toda una Vida,Contigo En La Distancia,Pedro Guerra,2010-03-02,115200,52,False,o521z02pw23ivep6jemptk48g,2023-10-01T14:26:04Z,"trova,nueva trova,singer-songwriter,bolero",Ariola,0.731,0.156,11,-12.283,0,0.0473,0.829,4.91e-06,0.109,0.781,118.562,4,2k23,Pedro Guerra,,,,,
spotify:track:5UfrBa2GFZA9oslZe0zodo,Embiid,Mixtape Vol. 2,Ktyb,2020-07-30,169986,23,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:27:05Z,arabic hip hop,More Than Most,0.662,0.598,2,-10.351,1,0.29,0.0827,0.0,0.323,0.434,92.293,4,2k23,Ktyb,,,,,
spotify:track:7Hgwwc5E5Xqqd82CFb7M7W,Ymanny Manny,Ymanny Manny,Katybon,2014,169586,25,False,o521z02pw23ivep6jemptk48g,2023-10-01T14:27:36Z,arabic hip hop,Debo,0.647,0.398,7,-15.212,0,0.319,0.184,0.0,0.124,0.702,84.973,4,2k23,Katybon,,,,,
spotify:track:0Jei8EW2e6lZIFhnYt03yx,FLDY,No Doubt II,"Ktyb,Feddini",2019-12-20,236643,9,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:31:21Z,arabic hip hop,3539724 Records DK2,0.692,0.66,2,-8.858,0,0.0607,0.667,0.000596,0.37,0.503,142.993,4,2k23,Ktyb,Feddini,,,,
spotify:track:7ykUSm1yR4oqVWdV8mgOS1,HEISENBERG.,No Doubt II,"Ktyb,Feddini",2019-12-20,231219,11,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:31:25Z,arabic hip hop,3539724 Records DK2,0.648,0.659,6,-7.09,0,0.0804,0.065,0.00055,0.0823,0.341,163.988,4,2k23,Ktyb,Feddini,,,,
spotify:track:3Thtjv0e35pM622atVIQBO,Die Hard,Ghost,BAXV,2022-09-16,137555,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:38:25Z,arabic hip hop,Pas Comme Eux Records,0.624,0.53,9,-7.973,1,0.313,0.222,0.000316,0.098,0.329,75.59,4,2k23,BAXV,,,,,
spotify:track:7gXAkhByAflkj2ma0Wx4Zf,Kids Do Drugs,Odyssey (odd to see),BAXV,2021-08-15,91300,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T14:41:06Z,arabic hip hop,Pas Comme Eux Records,0.795,0.506,11,-9.067,1,0.192,0.198,0.00166,0.39,0.299,125.046,3,2k23,BAXV,,,,,
spotify:track:2RgVquEt4Zb5rC40Qp72fE,05:01 AM,05:01 AM,"XIIVI,20fyee,Pas Comme Eux",2022-10-31,116882,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T15:00:35Z,arabic hip hop,Pas Comme Eux Records,0.619,0.449,2,-11.521,1,0.0403,0.308,0.0,0.196,0.383,126.841,4,2k23,XIIVI,20fyee,Pas Comme Eux,,,
spotify:track:4kQW3E9TzKt5ptgXulRxxP,9atli Le Mazel,SODA,BAXV,2022-04-11,103700,0,True,o521z02pw23ivep6jemptk48g,2023-10-01T15:03:06Z,arabic hip hop,Pas Comme Eux Records,0.843,0.41,0,-9.787,1,0.123,0.0506,0.0,0.118,0.252,120.064,4,2k23,BAXV,,,,,
