Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Source_Playlist,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6
spotify:track:2FZ09lIlPXjJUSy18zrcS9,4000,Yeti,"Wingz,Kiev",2024-06-08,134707,25,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.744,0.45,0,-12.203,1,0.298,0.0149,0.0,0.237,0.572,158.021,4,baxv_radio,Wingz,Kiev,,,,
spotify:track:1R8HGHcsulwGV1EyEcWrf7,عدنان ولينا,عدنان ولينا,Cheb terro,2024-04-02,225671,28,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.668,0.374,3,-14.307,0,0.343,0.615,1.38e-05,0.148,0.614,77.516,3,baxv_radio,Cheb terro,,,,,
spotify:track:7LlTfu1SyKqU1I4Zwscvo1,7amra ka7la,RISE OF A GANG,"Ta9chira,4lfa,Brotherhood Family,Ktyb",2021-12-28,193877,35,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Black Hoodie Club,0.69,0.564,5,-8.494,1,0.214,0.253,0.0,0.111,0.351,89.937,4,baxv_radio,Ta9chira,4lfa,Brotherhood Family,Ktyb,,
spotify:track:4mULiQXTCqj4UG7pF3Fju8,Ok Nivam,Ghost,"BAXV,XIIVI",2022-09-16,124760,20,True,,1970-01-01T00:00:00Z,arabic hip hop,TBRL,0.736,0.59,5,-6.359,1,0.318,0.222,5.3e-05,0.116,0.287,156.017,4,baxv_radio,BAXV,XIIVI,,,,
spotify:track:14fjIKibXyXgOMa5tAXpa1,Mewtwo,Six Side,SIXBOI,2021-09-27,102389,17,False,,1970-01-01T00:00:00Z,arabic hip hop,Red Diamond,0.953,0.297,11,-16.009,1,0.121,0.45,1.48e-06,0.103,0.354,113.026,4,baxv_radio,SIXBOI,,,,,
spotify:track:3vUc7lt0W0yHOBKz2YWpk9,TAKE CARE,thank you for waiting,Na$s 2y2,2021-10-30,218274,16,True,,1970-01-01T00:00:00Z,,woozy,0.691,0.361,2,-12.811,0,0.241,0.432,1.51e-05,0.1,0.039,109.955,4,baxv_radio,Na$s 2y2,,,,,
spotify:track:5byIhOr6SvMzPfGeBxKrNu,Nigga Who Cares ?,INFAMOUS,"Wingz,XIIVI",2020-10-27,162818,25,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.921,0.567,1,-7.773,1,0.331,0.138,0.0,0.105,0.179,129.927,4,baxv_radio,Wingz,XIIVI,,,,
spotify:track:39Hf13Lowd9Rn6VWqiTO1z,Rai Futura 2000,Rai Futura,"Cheb terro,Taymour",2022-09-02,123627,16,False,,1970-01-01T00:00:00Z,arabic hip hop,Drowned By Locals,0.847,0.546,0,-5.459,1,0.0577,0.0105,0.0,0.0876,0.338,140.974,4,baxv_radio,Cheb terro,Taymour,,,,
spotify:track:5Tdrj24XplmSkiuDaNHUVc,Bourid (Interlude),Odyssey (Odd To See),BAXV,2021-08-15,115890,10,True,,1970-01-01T00:00:00Z,arabic hip hop,TBRL,0.797,0.259,0,-12.119,1,0.0572,0.0625,0.00113,0.129,0.245,136.723,4,baxv_radio,BAXV,,,,,
spotify:track:3fhrRBYodRPdnTHAuPqlxu,In da haha,Tchedou m'debo [01 Mixtape],"Vipa,ElMassi",2016-01-01,195944,14,True,,1970-01-01T00:00:00Z,arabic hip hop,DEBO,0.735,0.474,6,-8.245,0,0.329,0.243,1.49e-05,0.126,0.506,86.035,4,baxv_radio,Vipa,ElMassi,,,,
spotify:track:6ESEOWRf830r96kv1KwmG1,ANGEL DUST,FINGZ SE4SON,"FIN,Wingz,BAXV",2024-04-18,154336,10,True,,1970-01-01T00:00:00Z,arabic hip hop,FIN / 666GNG,0.463,0.53,2,-10.627,1,0.34,0.0155,0.0,0.147,0.282,249.446,4,baxv_radio,FIN,Wingz,BAXV,,,
spotify:track:6NArjd8K6EJlUbx1PRNkGa,Dhaw Elgamra,Lahmer Album,G.G.A,2015-11-01,225000,27,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Label,0.717,0.528,6,-11.461,0,0.256,0.0846,0.0,0.0696,0.484,119.837,4,baxv_radio,G.G.A,,,,,
spotify:track:4yJ4IHrUcYKpGZIhJmUp9z,flashforward,Missing Archives,Wingz,2024-03-22,127586,25,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.651,0.704,11,-6.871,1,0.195,0.312,0.0,0.33,0.183,96.003,4,baxv_radio,Wingz,,,,,
spotify:track:4qhBPn9nRR0Y5z3eMPa6Pn,7OUMET ZEBI DHI9A,ONCE UPON A TIME IN 7OUMET 3AYCHA,BAXV,2024-12-06,138944,14,True,,1970-01-01T00:00:00Z,arabic hip hop,trutt / Mob Ties International,0.812,0.332,2,-14.579,0,0.147,0.526,3.79e-06,0.0612,0.809,140.051,4,baxv_radio,BAXV,,,,,
spotify:track:6Sv4pVAF5BoQ0sqNxAu2sR,ذكريات,ذكريات,Cheb terro,2021-10-18,169116,29,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.644,0.488,0,-11.826,1,0.662,0.726,0.0,0.154,0.387,72.955,4,baxv_radio,Cheb terro,,,,,
spotify:track:1ZnjJmomFiJHqp7sMGnQBB,Flen W Flen,Rachma Sounds Vol. 1,"GAL3Y,Vipa",2024-05-04,94549,17,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Rachma x Bab El Beat,0.589,0.648,6,-6.894,0,0.369,0.0704,5.95e-06,0.36,0.868,87.781,4,baxv_radio,GAL3Y,Vipa,,,,
spotify:track:2xJXZndhMcL4kV8UY1EhEq,N3ich Fin (RIP Cheb Terro),N3ich Fin (RIP Cheb Terro),"khadhraoui ghaith,WECIM",2024-06-12,130750,16,True,,1970-01-01T00:00:00Z,"raï,moroccan pop,gnawa,arabic hip hop",Default,0.634,0.252,8,-19.316,0,0.269,0.582,7.43e-05,0.108,0.117,78.176,3,baxv_radio,khadhraoui ghaith,WECIM,,,,
spotify:track:3XWpwI0BgT2JzlD2OWuDSw,Saddem Houssine,Lahmer Mixtape,G.G.A,2014-12-01,274920,29,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Line,0.824,0.793,1,-5.92,1,0.0433,0.368,0.0,0.332,0.706,125.973,4,baxv_radio,G.G.A,,,,,
spotify:track:2kP5PQeDXyxFekDY6ACs1J,pussy juice,Missing Archives,"Wingz,XIIVI",2024-03-22,177019,24,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.76,0.566,8,-6.6,1,0.214,0.00301,0.0,0.108,0.326,157.986,4,baxv_radio,Wingz,XIIVI,,,,
spotify:track:3BmxICqRiidGdf5aANH6e1,Baganda,Soda,BAXV,2022-04-11,128509,9,True,,1970-01-01T00:00:00Z,arabic hip hop,TBRL,0.853,0.453,2,-10.525,1,0.097,0.442,0.0,0.137,0.472,117.047,4,baxv_radio,BAXV,,,,,
spotify:track:4gXSD4xC0gOAgi6ClWwWXd,Exit,Exit,Cheb terro,2024-03-23,181342,21,True,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.763,0.545,8,-8.095,0,0.455,0.568,0.0,0.155,0.535,135.895,4,baxv_radio,Cheb terro,,,,,
spotify:track:0LToPTJKEBBSH8LoXGAYgU,DICTUM (feat. KHLNZYY),HEISEINBVNG,"BVNGBELV,KHLNZYY",1970-01-01,157168,9,True,,1970-01-01T00:00:00Z,arabic hip hop,SHALL’N,0.609,0.508,10,-12.635,1,0.416,0.292,0.0,0.125,0.852,98.454,4,baxv_radio,BVNGBELV,KHLNZYY,,,,
spotify:track:6orm1Kj2FBJXgFrd9gk7bK,3ichna rjel,DEBO Maya3rfouch [00 Mixtape],"Katybon,Vipa,Pazaman,Trappa",2015-01-01,192992,24,True,,1970-01-01T00:00:00Z,arabic hip hop,DEBO,0.425,0.591,0,-9.623,1,0.337,0.151,0.0,0.264,0.474,81.913,4,baxv_radio,Katybon,Vipa,Pazaman,Trappa,,
spotify:track:4v7JDhaWTg6VBF2YSS1CGJ,90377 SEDNA,GEN Z,"$MXTI,Cheb terro",2022-01-07,132076,16,False,,1970-01-01T00:00:00Z,arabic hip hop,Nocturne Records,0.575,0.361,1,-10.322,1,0.145,0.652,0.000687,0.39,0.0601,81.106,4,baxv_radio,$MXTI,Cheb terro,,,,
spotify:track:2IlqhGR3OMpXqUnRXpZWF7,Zugzwang,OYABUN,"Wingz,XIIVI,BAXV",2021-10-27,140666,19,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.807,0.55,2,-8.978,1,0.397,0.194,2.13e-05,0.344,0.377,140.024,4,baxv_radio,Wingz,XIIVI,BAXV,,,
spotify:track:1UF9SHYhyIKJEy7UbqbD2R,Hood Baby,Soda,BAXV,2022-04-11,132806,5,True,,1970-01-01T00:00:00Z,arabic hip hop,TBRL,0.791,0.562,1,-11.844,1,0.231,0.146,0.00181,0.132,0.345,82.925,4,baxv_radio,BAXV,,,,,
spotify:track:7xFm4xhWhVXmMQNr8cE0nS,Dead Face,Dead Face,Cheb terro,2024-04-05,205609,19,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.646,0.535,6,-12.165,1,0.0829,0.263,1.24e-05,0.11,0.193,140.064,4,baxv_radio,Cheb terro,,,,,
spotify:track:13kkYAYYKU75r0MzG5Zl3R,Saber Carbone (Allah Yar7mou),Shams W 9amar,"Feddini,Ktyb",2021-01-17,243055,21,True,,1970-01-01T00:00:00Z,arabic hip hop,More Than Most,0.697,0.418,2,-7.527,1,0.265,0.0676,0.000157,0.254,0.341,89.136,4,baxv_radio,Feddini,Ktyb,,,,
spotify:track:7pmKLB1ynAKEz150ZhSl5t,Fucked Up,Six Side,SIXBOI,2021-09-27,122634,14,False,,1970-01-01T00:00:00Z,arabic hip hop,Red Diamond,0.837,0.333,9,-13.947,1,0.592,0.0425,0.0,0.0795,0.519,159.946,4,baxv_radio,SIXBOI,,,,,
spotify:track:2ZiGfc6r2kv1T3P7EAQi1C,ARDH ARDH,FOG JUICE,"Ktyb,Feddini",2021-12-19,237587,28,True,,1970-01-01T00:00:00Z,arabic hip hop,NOON,0.725,0.783,11,-5.627,0,0.387,0.121,3.18e-05,0.147,0.595,87.052,4,baxv_radio,Ktyb,Feddini,,,,
spotify:track:4EhUHZwRClWVOpeatw2UJi,French Bitch 2,INFAMOUS,"Wingz,XIIVI,BAXV",2020-10-27,181301,22,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.701,0.622,2,-6.669,1,0.191,0.133,0.0,0.163,0.315,150.05,4,baxv_radio,Wingz,XIIVI,BAXV,,,
spotify:track:09fUsiQ5hTpR8GNZvHE2nl,ZAR9A BITA9TI,ONCE UPON A TIME IN 7OUMET 3AYCHA,BAXV,2024-12-06,117930,4,True,,1970-01-01T00:00:00Z,arabic hip hop,trutt / Mob Ties International,0.861,0.277,1,-10.081,1,0.176,0.12,0.0208,0.11,0.66,149.01,4,baxv_radio,BAXV,,,,,
spotify:track:3c2z1HWhSYSWHgb0dxgKgk,Chera3 Ghana,BAD ANGEL,Naqqa,2021-05-22,134675,35,False,,1970-01-01T00:00:00Z,arabic hip hop,El Distro Network,0.902,0.297,1,-7.505,1,0.173,0.00459,2.01e-06,0.124,0.132,86.498,4,baxv_radio,Naqqa,,,,,
spotify:track:31Z5MfjGzWYsDGXnXgSsbb,Kahla,Lahmer Album,G.G.A,2015-11-01,343200,19,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Label,0.921,0.457,7,-8.393,0,0.16,0.081,0.0,0.0899,0.042,100.033,4,baxv_radio,G.G.A,,,,,
spotify:track:4l4yovpbmwmAEkJhUaSliM,Deep Web,Deep Web,Cheb terro,2024-04-02,137586,16,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.819,0.193,11,-16.201,0,0.438,0.449,0.0358,0.112,0.168,137.977,4,baxv_radio,Cheb terro,,,,,
spotify:track:35plMmsVEC3jwRECbDqHiv,Losing My Mind,ALIVE,Soldjvt,2022-06-10,218495,11,True,,1970-01-01T00:00:00Z,arabic hip hop,!,0.773,0.558,10,-7.779,0,0.0554,0.48,0.0,0.132,0.522,132.065,4,baxv_radio,Soldjvt,,,,,
spotify:track:7oIqjPfiH9Me1Qoeyyg2uC,Misfits,NEBULA,"Wingz,XIIVI",2022-05-16,190496,27,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.711,0.659,11,-6.631,0,0.597,0.17,0.0,0.219,0.649,180.94,4,baxv_radio,Wingz,XIIVI,,,,
spotify:track:5Kn8qRdUaAUeysORGGwda3,Artal,Soda,BAXV,2022-04-11,132191,4,True,,1970-01-01T00:00:00Z,arabic hip hop,TBRL,0.634,0.648,4,-11.014,0,0.454,0.179,0.00664,0.133,0.623,75.506,4,baxv_radio,BAXV,,,,,
spotify:track:4tU1Y0yzyJK8cwnli1S95o,Sinaloa,RISE OF A GANG,"Ta9chira,Brotherhood Family,4lfa,Ktyb",2021-12-28,199735,31,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Black Hoodie Club,0.817,0.576,1,-8.343,1,0.118,0.0219,8.61e-05,0.0759,0.335,148.993,4,baxv_radio,Ta9chira,Brotherhood Family,4lfa,Ktyb,,
spotify:track:17RBqkyrQnfbrnc0TdvpYz,Freelancer,Ghram,"G.G.A,Samara",2021-10-02,188965,25,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",G.G.A,0.775,0.429,1,-9.936,1,0.419,0.0498,0.0,0.109,0.619,86.934,4,baxv_radio,G.G.A,Samara,,,,
spotify:track:1UokOjFPxp3oH4Z1myrz05,RINNEGAN,IMMORTAL CAESAR,Fossa,2024-05-17,148514,12,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.756,0.48,11,-13.437,0,0.288,0.174,0.0,0.111,0.216,125.086,4,baxv_radio,Fossa,,,,,
spotify:track:6UNI8yM6IZB3rmB8UbxOYR,Jungle,APOLLO,"Wingz,Fossa,Donga",2024-08-08,196783,13,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.712,0.554,1,-9.669,1,0.054,0.00556,0.00075,0.113,0.356,160.076,4,baxv_radio,Wingz,Fossa,Donga,,,
spotify:track:53wGTiertfBnkZkDrl4U9n,Mouziket Maghar,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,Cheb terro",2022-07-14,151000,16,True,,1970-01-01T00:00:00Z,arabic hip hop,Phantom Production,0.879,0.478,8,-10.163,0,0.314,0.46,0.0449,0.25,0.369,140.173,4,dj_hrizen_radio,DJ Hrizen,Cheb terro,,,,
spotify:track:0KsxumBuO021sKbH8ddkfA,Kingpen,Lahmer Album,G.G.A,2015-11-01,210000,16,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Label,0.724,0.543,8,-9.659,1,0.0952,0.38,0.0,0.312,0.49,120.01,4,dj_hrizen_radio,G.G.A,,,,,
spotify:track:6fQ59sMqWRzy55n8DUZLAz,Tamtati,DEBO Maya3rfouch [00 Mixtape],"Katybon,Vipa",2015-01-01,119562,37,True,,1970-01-01T00:00:00Z,arabic hip hop,DEBO,0.529,0.837,1,-5.773,1,0.227,0.19,0.0,0.281,0.882,82.442,4,dj_hrizen_radio,Katybon,Vipa,,,,
spotify:track:1nHzVqs6tjmAT359V5wUyS,Interlude (Chyea7),Tchedou m'debo [01 Mixtape],Katybon,2016-01-01,79438,18,True,,1970-01-01T00:00:00Z,arabic hip hop,DEBO,0.943,0.614,5,-5.457,0,0.0936,0.0286,0.0,0.15,0.969,97.259,4,dj_hrizen_radio,Katybon,,,,,
spotify:track:7maeWPFy7g5TPZBq6XiVyt,Aradinha,Aradinha,JenJoon,2023-11-20,160256,27,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.705,0.621,0,-11.405,1,0.0408,0.0965,0.00039,0.152,0.459,156.032,4,dj_hrizen_radio,JenJoon,,,,,
spotify:track:0ZuAc45iizLeeOzV1sVCvc,Garden,Faces,"Ratchopper,4lfa",2018-11-23,185206,11,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Bloc C Records,0.599,0.644,3,-10.776,0,0.136,0.37,0.0,0.307,0.486,139.98,4,dj_hrizen_radio,Ratchopper,4lfa,,,,
spotify:track:77mUk9eTriJixa155pngCF,Shaamalna,Lahmer Album,G.G.A,2015-11-01,201230,15,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Label,0.789,0.618,2,-9.279,1,0.189,0.0625,0.0,0.123,0.165,129.931,4,dj_hrizen_radio,G.G.A,,,,,
spotify:track:2Iu4ezghPu55XDNTjlg87k,Cyber Phonk°,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,Cheb terro",2022-07-14,167375,10,True,,1970-01-01T00:00:00Z,arabic hip hop,Phantom Production,0.809,0.359,1,-10.212,1,0.315,0.00782,0.000345,0.109,0.0528,150.033,4,dj_hrizen_radio,DJ Hrizen,Cheb terro,,,,
spotify:track:45ziAnZuv15PYVlbr9txWD,3lech Tgajmou,Lahmer Mixtape,G.G.A,2014-12-01,270385,16,False,,1970-01-01T00:00:00Z,arabic hip hop,Red Line,0.93,0.616,0,-5.693,1,0.0949,0.0244,3.74e-05,0.0928,0.333,128.005,4,dj_hrizen_radio,G.G.A,,,,,
spotify:track:2wYvbFIGFHi83xwBtjvt0V,Trailer Park Boys,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,$MXTI,Cheb terro",2022-07-14,137375,10,True,,1970-01-01T00:00:00Z,arabic hip hop,Phantom Production,0.636,0.678,1,-8.859,1,0.113,0.0437,5.48e-05,0.352,0.314,139.861,4,dj_hrizen_radio,DJ Hrizen,$MXTI,Cheb terro,,,
spotify:track:3deMmepbv8dQiKzhAoprqu,focus on yourself king,Missing Archives,"Wingz,XIIVI",2024-03-22,157322,18,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.604,0.729,1,-5.292,1,0.423,0.0658,0.0,0.0609,0.501,118.744,4,dj_hrizen_radio,Wingz,XIIVI,,,,
spotify:track:1kR7BxUnTV6eWMPeFh2I6l,Bad Trip 2,Bad Trip 2,Cheb terro,2024-04-02,204016,20,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.826,0.62,7,-8.637,1,0.242,0.105,0.0,0.113,0.455,122.566,4,dj_hrizen_radio,Cheb terro,,,,,
spotify:track:2zI18FzFgOe2VpwkHlEWQt,Ah,Adheka Libik,Vipa,2017-01-01,139937,19,True,,1970-01-01T00:00:00Z,arabic hip hop,Debo,0.86,0.413,1,-13.707,1,0.45,0.25,2.7e-06,0.135,0.381,92.006,4,dj_hrizen_radio,Vipa,,,,,
spotify:track:2aWjj885ZFWN3wfZOeg1Vi,Belmakloub,Lahmer Album,G.G.A,2015-11-01,265846,18,True,,1970-01-01T00:00:00Z,arabic hip hop,Red Label,0.914,0.669,1,-8.664,1,0.0584,0.00465,5.7e-05,0.106,0.318,130.026,4,dj_hrizen_radio,G.G.A,,,,,
spotify:track:03m5m2hptX9KbmyddoUM7N,Semi Auto,Megalodon,"Wingz,Kiev",2024-05-24,172185,18,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.84,0.473,9,-12.01,1,0.422,0.585,0.0,0.346,0.482,144.981,4,dj_hrizen_radio,Wingz,Kiev,,,,
spotify:track:5qcWPDuMiv028ksgBDxZ5q,Ghost,COLLECTION OF CHEB TERRO X DJ HRIZEN,"DJ Hrizen,Cheb terro",2022-07-14,116855,8,True,,1970-01-01T00:00:00Z,arabic hip hop,Phantom Production,0.688,0.552,9,-9.436,0,0.352,0.0217,3e-06,0.473,0.659,160.01,4,dj_hrizen_radio,DJ Hrizen,Cheb terro,,,,
spotify:track:2JfT4p9JZImZZx5ArLGfO6,Green Virus,Green Virus,Cheb terro,2022-01-15,170109,22,False,,1970-01-01T00:00:00Z,arabic hip hop,Independent,0.905,0.238,1,-18.598,1,0.191,0.201,1.41e-05,0.124,0.398,140.013,4,dj_hrizen_radio,Cheb terro,,,,,
spotify:track:3vw4YWgDAFebtnmeWKu35L,6.Ila,6.Ila,"G.G.A,M.S.I",2019-03-17,202135,23,True,,1970-01-01T00:00:00Z,arabic hip hop,G.G.A,0.881,0.641,6,-7.985,0,0.292,0.0148,0.0,0.0535,0.929,143.178,4,dj_hrizen_radio,G.G.A,M.S.I,,,,
spotify:track:1qUNU6SZILQNfEwYXfOjwx,Çakmak,Yabancı,"Wingz,$MXTI,Mahdigreb",2024-04-20,127721,16,True,,1970-01-01T00:00:00Z,arabic hip hop,Pas Comme Eux Records,0.698,0.465,5,-13.076,1,0.42,0.0306,0.0,0.149,0.4,119.942,4,dj_hrizen_radio,Wingz,$MXTI,Mahdigreb,,,
spotify:track:3EcuWSteDWLDP2Nv1hhWBi,Ta9s Bered,Gharghour Elil,El Big Five,2020-11-22,171520,0,False,o521z02pw23ivep6jemptk48g,2023-07-06T07:11:43Z,arabic hip hop,Khomsa Music,0.611,0.509,2,-10.834,0,0.159,0.509,0.0,0.119,0.229,126.167,4,ibliss_nzis,El Big Five,,,,,
spotify:track:5ziGG5iA9CtlWiRB4qBZUd,3-2-4-1,FUCK THE KID .. AND THE CITY,XIIVI,2023-05-29,136538,0,True,o521z02pw23ivep6jemptk48g,2023-07-06T07:11:46Z,arabic hip hop,Pas Comme Eux Records,0.683,0.363,11,-12.297,0,0.437,0.183,0.0,0.235,0.67,143.817,4,ibliss_nzis,XIIVI,,,,,
spotify:track:1BY6XRqMHK7BF2cc2vHOIK,Potato Sauce,NEBULA,Wingz,2022-05-16,163816,0,True,o521z02pw23ivep6jemptk48g,2023-07-29T17:57:11Z,arabic hip hop,1906114 Records DK,0.703,0.405,9,-14.801,1,0.852,0.595,0.0,0.113,0.508,172.739,4,ibliss_nzis,Wingz,,,,,
spotify:track:0mMcpkFCjggJilJZOZUkAj,MESTWI,MESTWI,"Ktyb,DON PAC",2023-07-18,253953,36,False,,1970-01-01T00:00:00Z,arabic hip hop,LOBSTERS PROD,0.739,0.475,7,-11.242,0,0.168,0.142,1.15e-05,0.106,0.748,86.237,4,ktyb_mix,Ktyb,DON PAC,,,,
spotify:track:34CROaorYbGLAcKONwqvbi,Yemma,Yemma,"JenJoon,Sharifa Jamal",2022-04-18,142697,45,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",BMD Production,0.787,0.383,2,-13.296,1,0.0332,0.646,0.0,0.117,0.256,109.974,4,ktyb_mix,JenJoon,Sharifa Jamal,,,,
spotify:track:3h3HwxMrBefgs4LC2cgnyb,Fool,Bon Vent,"4lfa,Ktyb,Mahdi Machfar",2021-04-11,186666,39,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",I,0.76,0.653,1,-8.374,0,0.288,0.064,0.0,0.143,0.475,144.111,4,ktyb_mix,4lfa,Ktyb,Mahdi Machfar,,,
spotify:track:59gRXEBW682Qg8DApGqPl3,Hayala,Hayala,JenJoon,2020-06-02,216725,48,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",Bazar,0.747,0.52,8,-10.162,0,0.0919,0.736,0.0,0.114,0.427,97.975,4,ktyb_mix,JenJoon,,,,,
spotify:track:4mgSHxfoBrNa3BuBAom4Ee,يا مالي البيت,Mdayda,JenJoon,2023-02-24,199096,34,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.615,0.486,3,-9.819,1,0.0314,0.0754,0.0,0.154,0.38,163.954,3,ktyb_mix,JenJoon,,,,,
spotify:track:4qsOcufxPFQpnpf1MVemDV,INFRARED,INFRARED,Ktyb,2023-01-23,160290,38,False,,1970-01-01T00:00:00Z,arabic hip hop,3539724 Records DK2,0.568,0.495,6,-6.639,1,0.336,0.401,0.0,0.329,0.37,94.922,3,ktyb_mix,Ktyb,,,,,
spotify:track:2s1Ulyi0XARYKwUzpxrkKg,Abda Bill,Mixtape Vol. 2,Ktyb,2020-07-30,170668,37,True,,1970-01-01T00:00:00Z,arabic hip hop,More Than Most,0.373,0.573,7,-11.079,1,0.264,0.00753,0.0,0.11,0.145,80.318,4,ktyb_mix,Ktyb,,,,,
spotify:track:3IycNypa7kCP0pHTCcW7cJ,Barrani,Barrani,JenJoon,2020-06-07,183255,37,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",Bazar,0.404,0.475,6,-11.309,0,0.315,0.42,0.0,0.173,0.403,193.531,4,ktyb_mix,JenJoon,,,,,
spotify:track:79YxZIeHwjSF65yKl03ebx,NESSI ENNOUM,NESSI ENNOUM,"Ktyb,Feddini",2023-03-12,275823,37,True,,1970-01-01T00:00:00Z,arabic hip hop,3539724 Records DK2,0.526,0.524,9,-8.359,0,0.0504,0.344,0.000451,0.0966,0.087,169.814,4,ktyb_mix,Ktyb,Feddini,,,,
spotify:track:1ld5l9v5BqsAvVBi0bg4GS,Ramallah,Ramallah,Junior Hassen,2023-06-27,271336,46,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Junior Hassen,0.826,0.684,11,-6.884,1,0.29,0.422,0.0,0.115,0.805,86.972,4,ktyb_mix,Junior Hassen,,,,,
spotify:track:7wI2qRYtNmJl62mj5fUC78,AKADHIB,AKADHIB,"Ktyb,A.L.A,John Six",2024-11-16,200721,41,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",LOBSTERS PROD,0.748,0.58,1,-8.452,1,0.278,0.0502,0.0,0.177,0.199,96.994,4,ktyb_mix,Ktyb,A.L.A,John Six,,,
spotify:track:1sQMAS1sFFPdlcgotOCxQR,Belekchi Na El Ghalet,Belekchi Na El Ghalet,JenJoon,2020-03-08,257365,36,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",Bazar,0.713,0.533,9,-10.321,1,0.0426,0.28,0.0327,0.408,0.302,150.546,4,ktyb_mix,JenJoon,,,,,
spotify:track:5qRPkRNedrRu0QxW7ovGRn,BAYAN,BAYAN,"Ktyb,EMP1RE",2021-09-23,212694,35,True,,1970-01-01T00:00:00Z,arabic hip hop,NOON,0.506,0.713,1,-5.835,1,0.315,0.0216,0.0,0.313,0.451,83.106,4,ktyb_mix,Ktyb,EMP1RE,,,,
spotify:track:2e1Aa3L3ov9gw6UCJZUyt1,Mouta Mouta,Mouta Mouta,JenJoon,2025-04-25,198584,46,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.611,0.452,11,-12.343,0,0.285,0.617,4.5e-05,0.139,0.469,130.18,5,ktyb_mix,JenJoon,,,,,
spotify:track:3cPaU2mPl07jFske7Oa6BM,Manetfergou,Mdayda,JenJoon,2023-02-24,197369,50,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.726,0.409,0,-12.145,1,0.0359,0.106,0.0,0.1,0.385,140.153,4,ktyb_mix,JenJoon,,,,,
spotify:track:3c0VZLITP4HxbAzjgzz19e,KIMPEMBE,NOISE CANCELLING,"Ktyb,John Six",2022-03-26,237596,33,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",3539724 Records DK2,0.449,0.69,5,-7.395,0,0.316,0.253,0.0,0.182,0.247,86.037,4,ktyb_mix,Ktyb,John Six,,,,
