track_name,album_name,artist,all_artists,source_playlist,popularity,danceability,energy,tempo
Kids Do Drugs,Odyssey (Odd To See),BAXV,BAXV,tuna_hip_hop,4,0.795,0.506,125.044
She Can Curry,VISION,Wingz,Wingz,tuna_hip_hop,0,0.904,0.775,102.027
CARRETERA,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, FIJO",tuna_hip_hop,0,0.754,0.661,137.96
CARRETERA,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, FIJO",tuna_hip_hop,0,0.754,0.661,137.96
CARRETERA,GOLDEN GOD,FIJO,"Pas Comme Eux, $MXTI, FIJO",tuna_hip_hop,0,0.754,0.661,137.96
BOUGE PAS,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, Fossa, RARE",tuna_hip_hop,0,0.901,0.724,132.015
BOUGE PAS,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, Fossa, RARE",tuna_hip_hop,0,0.901,0.724,132.015
BOUGE PAS,GOLDEN GOD,Fossa,"Pas Comme Eux, $MXTI, Fossa, RARE",tuna_hip_hop,0,0.901,0.724,132.015
BOUGE PAS,GOLDEN GOD,RARE,"Pas Comme Eux, $MXTI, Fossa, RARE",tuna_hip_hop,0,0.901,0.724,132.015
WOW2,BASTA.,ZDEFF,ZDEFF,tuna_hip_hop,15,0.805,0.606,112.265
MAJHOODIE,METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, 4lfa, GAL3Y",tuna_hip_hop,20,0.659,0.692,83.08
MAJHOODIE,METRO EL RAP FM (Deluxe),4lfa,"SAFFWIZZ, 4lfa, GAL3Y",tuna_hip_hop,20,0.659,0.692,83.08
MAJHOODIE,METRO EL RAP FM (Deluxe),GAL3Y,"SAFFWIZZ, 4lfa, GAL3Y",tuna_hip_hop,20,0.659,0.692,83.08
El Wed,EASTCOASTSTORY: lifestyles,COSMIC,COSMIC,tuna_hip_hop,26,0.635,0.667,140.109
LEVEL UP - $MXTI Remix,The Kid X,XIIVI,"XIIVI, $MXTI",tuna_hip_hop,0,0.795,0.785,148.071
LEVEL UP - $MXTI Remix,The Kid X,$MXTI,"XIIVI, $MXTI",tuna_hip_hop,0,0.795,0.785,148.071
12:06 AM,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, XIIVI",tuna_hip_hop,2,0.625,0.534,134.989
12:06 AM,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, XIIVI",tuna_hip_hop,2,0.625,0.534,134.989
12:06 AM,GOLDEN GOD,XIIVI,"Pas Comme Eux, $MXTI, XIIVI",tuna_hip_hop,2,0.625,0.534,134.989
SEKKA ZIT,METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, Vipa, BigSeno",tuna_hip_hop,25,0.417,0.825,169.727
SEKKA ZIT,METRO EL RAP FM (Deluxe),Vipa,"SAFFWIZZ, Vipa, BigSeno",tuna_hip_hop,25,0.417,0.825,169.727
SEKKA ZIT,METRO EL RAP FM (Deluxe),BigSeno,"SAFFWIZZ, Vipa, BigSeno",tuna_hip_hop,25,0.417,0.825,169.727
RATL,METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, Namiro, BL made it",tuna_hip_hop,7,0.669,0.704,109.131
RATL,METRO EL RAP FM (Deluxe),Namiro,"SAFFWIZZ, Namiro, BL made it",tuna_hip_hop,7,0.669,0.704,109.131
RATL,METRO EL RAP FM (Deluxe),BL made it,"SAFFWIZZ, Namiro, BL made it",tuna_hip_hop,7,0.669,0.704,109.131
JD Saved My Life Too,No Doubt,Feddini,"Feddini, Ktyb",tuna_hip_hop,17,0.764,0.385,92.299
JD Saved My Life Too,No Doubt,Ktyb,"Feddini, Ktyb",tuna_hip_hop,17,0.764,0.385,92.299
DETACH,FUCK THE KID .. AND THE CITY,XIIVI,XIIVI,tuna_hip_hop,0,0.934,0.529,114.925
M7albinlek,Adheka Libik,Vipa,Vipa,tuna_hip_hop,14,0.439,0.466,88.04
Like u get t from my hoes,DEBO Maya3rfouch [00 Mixtape],Katybon,Katybon,tuna_hip_hop,13,0.799,0.454,80.911
Interlude (Ola),DEBO Maya3rfouch [00 Mixtape],Katybon,Katybon,tuna_hip_hop,22,0.512,0.75,180.653
Tahki berasmi !!,Tahki berasmi !!,Stou,Stou,tuna_hip_hop,19,0.929,0.379,129.984
True Story Wlh 2,WHO'S KID ! WHAT CITY !,XIIVI,XIIVI,tuna_hip_hop,0,0.618,0.662,150.225
Astronaute,Astronaute,Ta9chira,"Ta9chira, 4lfa",tuna_hip_hop,20,0.835,0.656,109.94
Astronaute,Astronaute,4lfa,"Ta9chira, 4lfa",tuna_hip_hop,20,0.835,0.656,109.94
Ka3ba lé,Adheka Libik,Vipa,Vipa,tuna_hip_hop,6,0.865,0.612,124.019
H0B0,APEX,Wingz,"Wingz, XIIVI",tuna_hip_hop,0,0.747,0.636,180.121
H0B0,APEX,XIIVI,"Wingz, XIIVI",tuna_hip_hop,0,0.747,0.636,180.121
وديع السريع,مم.. ماكلة؟,Omara,"Omara, 1da-Toul, Matsuda",tuna_hip_hop,8,0.591,0.719,83.524
وديع السريع,مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, Matsuda",tuna_hip_hop,8,0.591,0.719,83.524
وديع السريع,مم.. ماكلة؟,Matsuda,"Omara, 1da-Toul, Matsuda",tuna_hip_hop,8,0.591,0.719,83.524
Wanna Suicide,On My Way,SAFFWIZZ,"SAFFWIZZ, Fresh",tuna_hip_hop,5,0.66,0.448,80.003
Wanna Suicide,On My Way,Fresh,"SAFFWIZZ, Fresh",tuna_hip_hop,5,0.66,0.448,80.003
Waves (outro),Waves,SAFFWIZZ,"SAFFWIZZ, BAYA",tuna_hip_hop,18,0.392,0.53,74.831
Waves (outro),Waves,BAYA,"SAFFWIZZ, BAYA",tuna_hip_hop,18,0.392,0.53,74.831
METRO EL RAÏ (terminus),METRO EL RAP FM (Deluxe),SAFFWIZZ,"SAFFWIZZ, Ratchopper",tuna_hip_hop,14,0.662,0.837,91.99
METRO EL RAÏ (terminus),METRO EL RAP FM (Deluxe),Ratchopper,"SAFFWIZZ, Ratchopper",tuna_hip_hop,14,0.662,0.837,91.99
FAMA FLOU$,FAMA FLOU$,Pas Comme Eux,"Pas Comme Eux, $MXTI, DvrkBoy, Fossa, XIIVI",tuna_hip_hop,0,0.707,0.488,134.052
FAMA FLOU$,FAMA FLOU$,$MXTI,"Pas Comme Eux, $MXTI, DvrkBoy, Fossa, XIIVI",tuna_hip_hop,0,0.707,0.488,134.052
FAMA FLOU$,FAMA FLOU$,DvrkBoy,"Pas Comme Eux, $MXTI, DvrkBoy, Fossa, XIIVI",tuna_hip_hop,0,0.707,0.488,134.052
FAMA FLOU$,FAMA FLOU$,Fossa,"Pas Comme Eux, $MXTI, DvrkBoy, Fossa, XIIVI",tuna_hip_hop,0,0.707,0.488,134.052
FAMA FLOU$,FAMA FLOU$,XIIVI,"Pas Comme Eux, $MXTI, DvrkBoy, Fossa, XIIVI",tuna_hip_hop,0,0.707,0.488,134.052
EVERYTHING IS A COPY OF A COPY OF A COPY (INTERLUDE),GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI",tuna_hip_hop,0,0.548,0.213,87.529
EVERYTHING IS A COPY OF A COPY OF A COPY (INTERLUDE),GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI",tuna_hip_hop,0,0.548,0.213,87.529
TAAREFNI,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, BAD KA$H",tuna_hip_hop,0,0.736,0.535,125.115
TAAREFNI,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, BAD KA$H",tuna_hip_hop,0,0.736,0.535,125.115
TAAREFNI,GOLDEN GOD,BAD KA$H,"Pas Comme Eux, $MXTI, BAD KA$H",tuna_hip_hop,0,0.736,0.535,125.115
GERSHOM - Freestyle,مم.. ماكلة؟,Omara,"Omara, 1da-Toul, Icxn",tuna_hip_hop,4,0.65,0.715,80.102
GERSHOM - Freestyle,مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, Icxn",tuna_hip_hop,4,0.65,0.715,80.102
GERSHOM - Freestyle,مم.. ماكلة؟,Icxn,"Omara, 1da-Toul, Icxn",tuna_hip_hop,4,0.65,0.715,80.102
Forza Max (Interlude),مم.. ماكلة؟,Omara,"Omara, 1da-Toul",tuna_hip_hop,4,0.865,0.696,118.884
Forza Max (Interlude),مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul",tuna_hip_hop,4,0.865,0.696,118.884
CHAGATO,CHAGATO,Methlab,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
CHAGATO,CHAGATO,dopeman,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
CHAGATO,CHAGATO,Omara,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
CHAGATO,CHAGATO,DAMAXGE,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
CHAGATO,CHAGATO,NAD,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
CHAGATO,CHAGATO,L2,"Methlab, dopeman, Omara, DAMAXGE, NAD, L2",tuna_hip_hop,2,0.829,0.677,100.015
MERGUEZ BHEYM,مم.. ماكلة؟,Omara,"Omara, 1da-Toul, Namiro, RamsJamsss",tuna_hip_hop,4,0.449,0.694,78.74
MERGUEZ BHEYM,مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, Namiro, RamsJamsss",tuna_hip_hop,4,0.449,0.694,78.74
MERGUEZ BHEYM,مم.. ماكلة؟,Namiro,"Omara, 1da-Toul, Namiro, RamsJamsss",tuna_hip_hop,4,0.449,0.694,78.74
MERGUEZ BHEYM,مم.. ماكلة؟,RamsJamsss,"Omara, 1da-Toul, Namiro, RamsJamsss",tuna_hip_hop,4,0.449,0.694,78.74
تكلاشي فيا نا,مم.. ماكلة؟,Omara,"Omara, DEJ, 1da-Toul, Eccentic",tuna_hip_hop,5,0.716,0.677,142.986
تكلاشي فيا نا,مم.. ماكلة؟,DEJ,"Omara, DEJ, 1da-Toul, Eccentic",tuna_hip_hop,5,0.716,0.677,142.986
تكلاشي فيا نا,مم.. ماكلة؟,1da-Toul,"Omara, DEJ, 1da-Toul, Eccentic",tuna_hip_hop,5,0.716,0.677,142.986
تكلاشي فيا نا,مم.. ماكلة؟,Eccentic,"Omara, DEJ, 1da-Toul, Eccentic",tuna_hip_hop,5,0.716,0.677,142.986
Mm.. Omara? (Outro),مم.. ماكلة؟,Omara,"Omara, 1da-Toul, Ratchopper, L2",tuna_hip_hop,6,0.634,0.556,147.944
Mm.. Omara? (Outro),مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, Ratchopper, L2",tuna_hip_hop,6,0.634,0.556,147.944
Mm.. Omara? (Outro),مم.. ماكلة؟,Ratchopper,"Omara, 1da-Toul, Ratchopper, L2",tuna_hip_hop,6,0.634,0.556,147.944
Mm.. Omara? (Outro),مم.. ماكلة؟,L2,"Omara, 1da-Toul, Ratchopper, L2",tuna_hip_hop,6,0.634,0.556,147.944
No Trips To Kasserine (Intro),مم.. ماكلة؟,Omara,"Omara, 1da-Toul, Mahdigreb",tuna_hip_hop,2,0.606,0.547,87.059
No Trips To Kasserine (Intro),مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, Mahdigreb",tuna_hip_hop,2,0.606,0.547,87.059
No Trips To Kasserine (Intro),مم.. ماكلة؟,Mahdigreb,"Omara, 1da-Toul, Mahdigreb",tuna_hip_hop,2,0.606,0.547,87.059
Pronto,Waves,SAFFWIZZ,SAFFWIZZ,tuna_hip_hop,27,0.791,0.618,101.031
Plug Freestyle,BOOTCAMP,Wingz,Wingz,tuna_hip_hop,0,0.889,0.814,81.018
1000,RAF,Wingz,Wingz,tuna_hip_hop,0,0.707,0.669,136.714
Khoudh Ou Het,METRO EL RAP,SAFFWIZZ,"SAFFWIZZ, Ta9chira, DJ Hrizen, MystikGod",tuna_hip_hop,20,0.718,0.739,81.99
Khoudh Ou Het,METRO EL RAP,Ta9chira,"SAFFWIZZ, Ta9chira, DJ Hrizen, MystikGod",tuna_hip_hop,20,0.718,0.739,81.99
Khoudh Ou Het,METRO EL RAP,DJ Hrizen,"SAFFWIZZ, Ta9chira, DJ Hrizen, MystikGod",tuna_hip_hop,20,0.718,0.739,81.99
Khoudh Ou Het,METRO EL RAP,MystikGod,"SAFFWIZZ, Ta9chira, DJ Hrizen, MystikGod",tuna_hip_hop,20,0.718,0.739,81.99
1.3.1.2,GOOD KID TOXIC CITY.,XIIVI,XIIVI,tuna_hip_hop,0,0.859,0.393,150.019
GODZTEARZ,The Kid X,XIIVI,XIIVI,tuna_hip_hop,0,0.595,0.48,85.076
Bluetooth,Odyssey (Odd To See),BAXV,BAXV,tuna_hip_hop,5,0.663,0.495,148.153
Rave Fl Gouna (feat. Calhoven),Odyssey (Odd To See),BAXV,"BAXV, Calhoven",tuna_hip_hop,4,0.935,0.514,116.102
Rave Fl Gouna (feat. Calhoven),Odyssey (Odd To See),Calhoven,"BAXV, Calhoven",tuna_hip_hop,4,0.935,0.514,116.102
25 Gr,Ghost,BAXV,BAXV,tuna_hip_hop,6,0.662,0.812,111.025
Dwntrn,Ghost,BAXV,BAXV,tuna_hip_hop,3,0.516,0.571,82.036
Smooth & Clean,ALMOST FAMOUS,Pas Comme Eux,"Pas Comme Eux, XIIVI, Fossa",tuna_hip_hop,1,0.566,0.483,76.998
Smooth & Clean,ALMOST FAMOUS,XIIVI,"Pas Comme Eux, XIIVI, Fossa",tuna_hip_hop,1,0.566,0.483,76.998
Smooth & Clean,ALMOST FAMOUS,Fossa,"Pas Comme Eux, XIIVI, Fossa",tuna_hip_hop,1,0.566,0.483,76.998
NSAYEF F CHTA (Interlude),Stuxnet,dopeman,dopeman,tuna_hip_hop,6,0.681,0.741,86.833
SOTTACH,SOTTACH,SAFFWIZZ,SAFFWIZZ,tuna_hip_hop,10,0.851,0.604,128.013
Gulag,ALMOST FAMOUS,Pas Comme Eux,"Pas Comme Eux, Zeltron, Z24 MEGAMIND",tuna_hip_hop,0,0.784,0.564,144.895
Gulag,ALMOST FAMOUS,Zeltron,"Pas Comme Eux, Zeltron, Z24 MEGAMIND",tuna_hip_hop,0,0.784,0.564,144.895
Gulag,ALMOST FAMOUS,Z24 MEGAMIND,"Pas Comme Eux, Zeltron, Z24 MEGAMIND",tuna_hip_hop,0,0.784,0.564,144.895
Trouchkik,Adheka Libik,Vipa,Vipa,tuna_hip_hop,18,0.537,0.559,81.256
Water,INFAMOUS,Wingz,Wingz,tuna_hip_hop,0,0.646,0.636,111.783
Gotenks SSJ3,ALMOST FAMOUS,Pas Comme Eux,"Pas Comme Eux, Fossa, XIIVI",tuna_hip_hop,1,0.54,0.431,77.675
Gotenks SSJ3,ALMOST FAMOUS,Fossa,"Pas Comme Eux, Fossa, XIIVI",tuna_hip_hop,1,0.54,0.431,77.675
Gotenks SSJ3,ALMOST FAMOUS,XIIVI,"Pas Comme Eux, Fossa, XIIVI",tuna_hip_hop,1,0.54,0.431,77.675
Relajate,Soda,BAXV,BAXV,tuna_hip_hop,5,0.843,0.428,148.005
NIMROU 9,مم.. ماكلة؟,Omara,"Omara, 1da-Toul",tuna_hip_hop,4,0.752,0.83,154.053
NIMROU 9,مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul",tuna_hip_hop,4,0.752,0.83,154.053
Kaftejistein,مم.. ماكلة؟,Omara,"Omara, dopeman, 1da-Toul",tuna_hip_hop,5,0.548,0.658,134.857
Kaftejistein,مم.. ماكلة؟,dopeman,"Omara, dopeman, 1da-Toul",tuna_hip_hop,5,0.548,0.658,134.857
Kaftejistein,مم.. ماكلة؟,1da-Toul,"Omara, dopeman, 1da-Toul",tuna_hip_hop,5,0.548,0.658,134.857
Sur La Tête De Ma Mère,Sur La Tête De Ma Mère,Soldjvt,Soldjvt,tuna_hip_hop,16,0.874,0.486,128.053
Senya,Flouss w Massayeb,Soldjvt,"Soldjvt, Sc Papi",tuna_hip_hop,21,0.708,0.557,116.91
Senya,Flouss w Massayeb,Sc Papi,"Soldjvt, Sc Papi",tuna_hip_hop,21,0.708,0.557,116.91
Kifech Twali Rappeur,Kifech Twali Rappeur,Mizo-H,Mizo-H,tuna_hip_hop,13,0.904,0.654,123.996
Wili,Wili,Dhalma,Dhalma,tuna_hip_hop,28,0.596,0.499,170.025
d e c e m b e r,DECEMBER,Soldjvt,Soldjvt,tuna_hip_hop,25,0.603,0.574,73.974
NEVER BEEN SOBER,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, XIIVI, BAXV, 20fyee",tuna_hip_hop,0,0.572,0.602,110.069
NEVER BEEN SOBER,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, XIIVI, BAXV, 20fyee",tuna_hip_hop,0,0.572,0.602,110.069
NEVER BEEN SOBER,GOLDEN GOD,XIIVI,"Pas Comme Eux, $MXTI, XIIVI, BAXV, 20fyee",tuna_hip_hop,0,0.572,0.602,110.069
NEVER BEEN SOBER,GOLDEN GOD,BAXV,"Pas Comme Eux, $MXTI, XIIVI, BAXV, 20fyee",tuna_hip_hop,0,0.572,0.602,110.069
NEVER BEEN SOBER,GOLDEN GOD,20fyee,"Pas Comme Eux, $MXTI, XIIVI, BAXV, 20fyee",tuna_hip_hop,0,0.572,0.602,110.069
Tawla - Freestyle,NAKAHET,Omara,"Omara, 1da-Toul",tuna_hip_hop,0,0.835,0.761,92.043
Tawla - Freestyle,NAKAHET,1da-Toul,"Omara, 1da-Toul",tuna_hip_hop,0,0.835,0.761,92.043
UP,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, XIIVI, Snoopy the highest",tuna_hip_hop,0,0.678,0.47,91.021
UP,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, XIIVI, Snoopy the highest",tuna_hip_hop,0,0.678,0.47,91.021
UP,GOLDEN GOD,XIIVI,"Pas Comme Eux, $MXTI, XIIVI, Snoopy the highest",tuna_hip_hop,0,0.678,0.47,91.021
UP,GOLDEN GOD,Snoopy the highest,"Pas Comme Eux, $MXTI, XIIVI, Snoopy the highest",tuna_hip_hop,0,0.678,0.47,91.021
EL DAR,EL DAR,LUAS,"LUAS, 4lfa",tuna_hip_hop,5,0.625,0.556,139.998
EL DAR,EL DAR,4lfa,"LUAS, 4lfa",tuna_hip_hop,5,0.625,0.556,139.998
ARSON,ARSON,COSMIC,COSMIC,tuna_hip_hop,28,0.792,0.757,125.016
Omnitrix,BOOTCAMP,Wingz,Wingz,tuna_hip_hop,0,0.754,0.374,159.047
What's My Name - Remix,Midnight Drafts,dopeman,"dopeman, RamsJamsss, Omara",tuna_hip_hop,5,0.824,0.481,134.936
What's My Name - Remix,Midnight Drafts,RamsJamsss,"dopeman, RamsJamsss, Omara",tuna_hip_hop,5,0.824,0.481,134.936
What's My Name - Remix,Midnight Drafts,Omara,"dopeman, RamsJamsss, Omara",tuna_hip_hop,5,0.824,0.481,134.936
PTSD,PTSD,Omara,Omara,tuna_hip_hop,1,0.718,0.409,90.03
Opalach,Opalach,BadBoy 7low,BadBoy 7low,tuna_hip_hop,0,0.879,0.634,95.026
4th Wave,Waves,SAFFWIZZ,SAFFWIZZ,tuna_hip_hop,12,0.821,0.592,120.027
Capsule 0612 (feat. XIIVI),Ghassil Dimegh,GAL3Y,"GAL3Y, SIXBOI, XIIVI",tuna_hip_hop,0,0.639,0.496,147.861
Capsule 0612 (feat. XIIVI),Ghassil Dimegh,SIXBOI,"GAL3Y, SIXBOI, XIIVI",tuna_hip_hop,0,0.639,0.496,147.861
Capsule 0612 (feat. XIIVI),Ghassil Dimegh,XIIVI,"GAL3Y, SIXBOI, XIIVI",tuna_hip_hop,0,0.639,0.496,147.861
Taht SFERR (featt. LAKOUD),Ghassil Dimegh,GAL3Y,"GAL3Y, SIXBOI, Lakoud",tuna_hip_hop,0,0.56,0.663,73.378
Taht SFERR (featt. LAKOUD),Ghassil Dimegh,SIXBOI,"GAL3Y, SIXBOI, Lakoud",tuna_hip_hop,0,0.56,0.663,73.378
Taht SFERR (featt. LAKOUD),Ghassil Dimegh,Lakoud,"GAL3Y, SIXBOI, Lakoud",tuna_hip_hop,0,0.56,0.663,73.378
DDT,DDT,DvrkBoy,"DvrkBoy, Catcher",tuna_hip_hop,0,0.941,0.498,122.024
DDT,DDT,Catcher,"DvrkBoy, Catcher",tuna_hip_hop,0,0.941,0.498,122.024
KHOYA,KHOYA,RARE,RARE,tuna_hip_hop,0,0.619,0.831,139.084
Afyoon,Afyoon,LUAS,"LUAS, L2",tuna_hip_hop,5,0.676,0.651,144.988
Afyoon,Afyoon,L2,"LUAS, L2",tuna_hip_hop,5,0.676,0.651,144.988
Outsiders,Outsiders,LUAS,"LUAS, John Six, L2",tuna_hip_hop,5,0.486,0.482,148.929
Outsiders,Outsiders,John Six,"LUAS, John Six, L2",tuna_hip_hop,5,0.486,0.482,148.929
Outsiders,Outsiders,L2,"LUAS, John Six, L2",tuna_hip_hop,5,0.486,0.482,148.929
Total Overdose,Total Overdose,Omara,"Omara, DEJ, 1da-Toul",tuna_hip_hop,2,0.712,0.751,139.241
Total Overdose,Total Overdose,DEJ,"Omara, DEJ, 1da-Toul",tuna_hip_hop,2,0.712,0.751,139.241
Total Overdose,Total Overdose,1da-Toul,"Omara, DEJ, 1da-Toul",tuna_hip_hop,2,0.712,0.751,139.241
She Can Curry,VISION,Wingz,Wingz,tuna_hip_hop,0,0.904,0.775,102.027
Ma Nansech,Astronaute,Ta9chira,Ta9chira,tuna_hip_hop,27,0.609,0.478,149.028
MAFAMECH THI9A,GOLDEN GOD,Pas Comme Eux,"Pas Comme Eux, $MXTI, RARE, HbibzGang",tuna_hip_hop,0,0.544,0.85,115.526
MAFAMECH THI9A,GOLDEN GOD,$MXTI,"Pas Comme Eux, $MXTI, RARE, HbibzGang",tuna_hip_hop,0,0.544,0.85,115.526
MAFAMECH THI9A,GOLDEN GOD,RARE,"Pas Comme Eux, $MXTI, RARE, HbibzGang",tuna_hip_hop,0,0.544,0.85,115.526
MAFAMECH THI9A,GOLDEN GOD,HbibzGang,"Pas Comme Eux, $MXTI, RARE, HbibzGang",tuna_hip_hop,0,0.544,0.85,115.526
BOOM,METRO EL RAP,SAFFWIZZ,"SAFFWIZZ, Mizo-H, NASTYSH!!T, $MXTI",tuna_hip_hop,20,0.832,0.728,115.001
BOOM,METRO EL RAP,Mizo-H,"SAFFWIZZ, Mizo-H, NASTYSH!!T, $MXTI",tuna_hip_hop,20,0.832,0.728,115.001
BOOM,METRO EL RAP,NASTYSH!!T,"SAFFWIZZ, Mizo-H, NASTYSH!!T, $MXTI",tuna_hip_hop,20,0.832,0.728,115.001
BOOM,METRO EL RAP,$MXTI,"SAFFWIZZ, Mizo-H, NASTYSH!!T, $MXTI",tuna_hip_hop,20,0.832,0.728,115.001
VEGA,FUCK THE KID .. AND THE CITY,XIIVI,XIIVI,tuna_hip_hop,0,0.784,0.44,114.969
KALB 3ARBI VS CARNAL,CHEB TERRO VS DJ DIE SOON,Cheb Terro vs DJ Die Soon,Cheb Terro vs DJ Die Soon,tuna_hip_hop,0,0.68,0.551,153.974
Shoot a Cop In the Back,Odyssey (Odd To See),BAXV,BAXV,tuna_hip_hop,3,0.449,0.643,81.238
Dayman Doumou3,NAKAHET,Omara,"Omara, 1da-Toul",tuna_hip_hop,6,0.747,0.246,131.306
Dayman Doumou3,NAKAHET,1da-Toul,"Omara, 1da-Toul",tuna_hip_hop,6,0.747,0.246,131.306
Kevin-Prince Boateng,Kevin-Prince Boateng,XIIVI,"XIIVI, L2",tuna_hip_hop,0,0.808,0.426,77.515
Kevin-Prince Boateng,Kevin-Prince Boateng,L2,"XIIVI, L2",tuna_hip_hop,0,0.808,0.426,77.515
888 Freestyle,888 Freestyle,Wingz,Wingz,tuna_hip_hop,0,0.801,0.776,119.987
Pride,GOOD KID TOXIC CITY.,XIIVI,XIIVI,tuna_hip_hop,0,0.862,0.286,143.938
Roger Lemaire,WHO'S KID ! WHAT CITY !,XIIVI,XIIVI,tuna_hip_hop,0,0.623,0.906,80.889
Beyaz Toz,Yabancı,Wingz,Wingz,tuna_hip_hop,6,0.795,0.484,139.927
CHARIZARD (LONG LIVE 12.6),CHARIZARD (LONG LIVE 12.6),XIIVI,XIIVI,tuna_hip_hop,0,0.693,0.264,88.072
Mic Champ,Mic Champ,Mizo-H,Mizo-H,tuna_hip_hop,9,0.806,0.537,128.633
FI9,FI9,Mizo-H,"Mizo-H, XIIVI",tuna_hip_hop,22,0.878,0.623,144.994
FI9,FI9,XIIVI,"Mizo-H, XIIVI",tuna_hip_hop,22,0.878,0.623,144.994
ALELI,ALELI,COSMIC,COSMIC,tuna_hip_hop,15,0.697,0.607,93.003
Nikndawe5drbk,SHAHNAMEH,Wingz,"Wingz, XIIVI",tuna_hip_hop,0,0.861,0.541,140.221
Nikndawe5drbk,SHAHNAMEH,XIIVI,"Wingz, XIIVI",tuna_hip_hop,0,0.861,0.541,140.221
Shams w 9amar,Shams W 9amar,Feddini,"Feddini, Ktyb",tuna_hip_hop,21,0.599,0.471,92.961
Shams w 9amar,Shams W 9amar,Ktyb,"Feddini, Ktyb",tuna_hip_hop,21,0.599,0.471,92.961
HAKA MAO !,FUCK THE KID .. AND THE CITY,XIIVI,XIIVI,tuna_hip_hop,0,0.868,0.678,97.922
عار,مم.. ماكلة؟,Omara,"Omara, 1da-Toul, prodby2g",tuna_hip_hop,6,0.762,0.605,113.001
عار,مم.. ماكلة؟,1da-Toul,"Omara, 1da-Toul, prodby2g",tuna_hip_hop,6,0.762,0.605,113.001
عار,مم.. ماكلة؟,prodby2g,"Omara, 1da-Toul, prodby2g",tuna_hip_hop,6,0.762,0.605,113.001
U Dunno,Sex View,A.L.A,A.L.A,tuna_hip_hop,0,0.544,0.637,105.302
Kyubi,EN MI CABEZA,KHLNZYY,KHLNZYY,tuna_hip_hop,11,0.902,0.293,128.98
0000,Mieux sans toi,Omara,"Omara, 20fyee",tuna_hip_hop,10,0.649,0.436,90.077
0000,Mieux sans toi,20fyee,"Omara, 20fyee",tuna_hip_hop,10,0.649,0.436,90.077
Grizzly,ALIVE,Soldjvt,Soldjvt,tuna_hip_hop,18,0.748,0.489,119.938
Underradar V2,Underradar V2,Pureconic,Pureconic,tuna_hip_hop,4,0.833,0.603,121.002
High hopes,The create,Junior,"Junior, Belhadj",tuna_hip_hop,0,0.629,0.484,86.869
High hopes,The create,Belhadj,"Junior, Belhadj",tuna_hip_hop,0,0.629,0.484,86.869
WE DESTROY THE FAMILY,Cheb Terro vs. DJ Die Soon,Cheb terro,"Cheb terro, DJ Die Soon",tuna_hip_hop,7,0.699,0.529,126.016
WE DESTROY THE FAMILY,Cheb Terro vs. DJ Die Soon,DJ Die Soon,"Cheb terro, DJ Die Soon",tuna_hip_hop,7,0.699,0.529,126.016
El wa7da,El wa7da,Cheb terro,Cheb terro,tunisian_doomer,11,0.753,0.604,82.951
Loop,WHO'S KID ! WHAT CITY !,XIIVI,XIIVI,tunisian_doomer,0,0.515,0.542,107.546
NIKA7,CHEB TERRO VS DJ DIE SOON,Cheb Terro vs DJ Die Soon,Cheb Terro vs DJ Die Soon,tunisian_doomer,0,0.541,0.79,80.325
